cha taehyun	song hyegyo
menurutku , itu informasi yang bagus , bailey kidal .	ike clanton dan johnny ringo lewat kemari tiga hari yang lalu .
ike clanton dan johnny ringo lewat kemari tiga hari yang lalu .	kamu bermain kartu dengan mereka , kemana tujuan mereka ?
kamu bermain kartu dengan mereka , kemana tujuan mereka ?	tebaklah !
tebaklah !	kukira kami telah sepakat .
kukira kami telah sepakat .	itu yang kamu katakan , aku tidak membuat kesepakatan apapun .
itu yang kamu katakan , aku tidak membuat kesepakatan apapun .	kamu tahu kemana mereka pergi , bukan ?
kamu tahu kemana mereka pergi , bukan ?	dengar , kamu mengganggu permainanku .
dengar , kamu mengganggu permainanku .	kamu sangat benci kepada hukum , bukan ?
kamu sangat benci kepada hukum , bukan ?	ada alasannya mengapa aku membenci ?
ada alasannya mengapa aku membenci ?	saudaramu morgan , melarikan diri dariku dari deadwood tahun lalu ...
saudaramu morgan , melarikan diri dariku dari deadwood tahun lalu ...	dan membawa . uangku
dan membawa . uangku	kenyataanya kamu punya saudara ... yang menjadi penegak hukum di seluruh perbatasan , bukan ?
kenyataanya kamu punya saudara ... yang menjadi penegak hukum di seluruh perbatasan , bukan ?	sampai ketemu lagi , holliday ...
sampai ketemu lagi , holliday ...	jika kamu masih disini .
jika kamu masih disini .	apa yang kamu temukan ?
apa yang kamu temukan ?	tidak penting .
tidak penting .	dugaanku mereka menuju ke tombstone .
dugaanku mereka menuju ke tombstone .	orang tua ike punya peternakan disana .
orang tua ike punya peternakan disana .	tapi aku tidak yakin .
tapi aku tidak yakin .	bukankah adikmu virgil jadi marshal di tombstone ?
bukankah adikmu virgil jadi marshal di tombstone ?	betul , aku mengirim telegram padanya ,
betul , aku mengirim telegram padanya ,	untuk tetap waspada pada mereka .
untuk tetap waspada pada mereka .	apa yang akan kamu lakukan ?
apa yang akan kamu lakukan ?	tidak ada yang bisa kulakukan .
tidak ada yang bisa kulakukan .	jejaknya sedingin es .
jejaknya sedingin es .	aku akan kembali ke dodge city besok pagi
aku akan kembali ke dodge city besok pagi	tuan holliday .
tuan holliday .	iya ?
iya ?	apakah kamu akan membayar tagihanmu sekarang ?
apakah kamu akan membayar tagihanmu sekarang ?	maksudku , kami tidak tahu apakah kamu akan kembali atau tidak
maksudku , kami tidak tahu apakah kamu akan kembali atau tidak	tunggulah menit .
tunggulah menit .	doc , kamu berjalan menuju arah kuburan .
doc , kamu berjalan menuju arah kuburan .	jika bailey tidak bisa menjatuhkanmu , marshal akan menangkapmu ...
jika bailey tidak bisa menjatuhkanmu , marshal akan menangkapmu ...	kamu harus cerdas , pergilah selagi kamu bisa
kamu harus cerdas , pergilah selagi kamu bisa	kamu bertingkah seperti akan mati .
kamu bertingkah seperti akan mati .	mungkin .
mungkin .	holliday , ayo periksa pistolmu .
holliday , ayo periksa pistolmu .	selamat sore , harry .
selamat sore , harry .	seperti biasa
seperti biasa	iya , tuan .
iya , tuan .	aku tahu ada pria dari fort worth ingin menemuiku
aku tahu ada pria dari fort worth ingin menemuiku	orang ini harus menasehati saudaranya agar lebih baik
orang ini harus menasehati saudaranya agar lebih baik	daripada mencari masalah .
daripada mencari masalah .	jika kalian lihat terjadi sesuatu pada orang ini ...
jika kalian lihat terjadi sesuatu pada orang ini ...	katakan padanya aku akan menunggunya di boot hill bukit sepatu .
katakan padanya aku akan menunggunya di boot hill bukit sepatu .	dia hanya punya satu tujuan datang kemari ...
dia hanya punya satu tujuan datang kemari ...	jatuh tersungkur .
jatuh tersungkur .	kalau dipikirpikir ...
kalau dipikirpikir ...	dia tidak gentleman sama sekali .
dia tidak gentleman sama sekali .	dia seorang anak pengecut .
dia seorang anak pengecut .	baiklah , doc , ayo kami pergi .
baiklah , doc , ayo kami pergi .	pertarungan adil .
pertarungan adil .	berapa biayanya ?
berapa biayanya ?	kupikir hanya satu .
kupikir hanya satu .	kamu benar .
kamu benar .	terima kasih , harry .
terima kasih , harry .	baiklah , bawa dia keluar dari sini , telah selesai , bereskan semuanya .
baiklah , bawa dia keluar dari sini , telah selesai , bereskan semuanya .	ayolah , mendekatlah ke bar , minuman gratis untuk semua .
ayolah , mendekatlah ke bar , minuman gratis untuk semua .	berikan aku bir , bartender .
berikan aku bir , bartender .	selalu berantakan setelah pembunuhan .
selalu berantakan setelah pembunuhan .	doc sepertinya memberi kesenangan pada semua orang .
doc sepertinya memberi kesenangan pada semua orang .	dia gila , tapi dia punya keberanian , sangat berani .
dia gila , tapi dia punya keberanian , sangat berani .	shanssey , tuan earp , apa yang akan kalian lakukan terhadap semua ini ?
shanssey , tuan earp , apa yang akan kalian lakukan terhadap semua ini ?	kalian melihat apa yang terjadi ...
kalian melihat apa yang terjadi ...	mereka tidak berhak menahan doc .
mereka tidak berhak menahan doc .	mereka akan melakukan sesuatu padanya , aku tahu itu .
mereka akan melakukan sesuatu padanya , aku tahu itu .	kate fisher , temannya doc .
kate fisher , temannya doc .	dia akan ditahan , kamu melihatnya .
dia akan ditahan , kamu melihatnya .	bailey menarik pistol .
bailey menarik pistol .	tunggu , nona fisher , tenanglah .
tunggu , nona fisher , tenanglah .	mengapa kamu tidak tenang dan membiarkan hukum yang menanganinya ?
mengapa kamu tidak tenang dan membiarkan hukum yang menanganinya ?	tidak ada hukum di kota ini .
tidak ada hukum di kota ini .	aku tidak pernah melihat pria memohon hanya untuk ditembak kepalanya .
aku tidak pernah melihat pria memohon hanya untuk ditembak kepalanya .	kumohon , kamu harus membantunya .
kumohon , kamu harus membantunya .	doc holliday bukan urusanku .
doc holliday bukan urusanku .	kumohon , tuan .
kumohon , tuan .	aku tidak ingin menjadi bagian darinya .
aku tidak ingin menjadi bagian darinya .	bahkan aku tidak menyukainya .
bahkan aku tidak menyukainya .	maafkan aku , selamat malam .
maafkan aku , selamat malam .	kate , aku punya kuda yang disimpan di belakang hotel .
kate , aku punya kuda yang disimpan di belakang hotel .	hanya itu yang bisa kulakukan .
hanya itu yang bisa kulakukan .	apa yang telah dilakukan doc ...
apa yang telah dilakukan doc ...	bisnisku tidak akan bertahan lebih dari menit ...
bisnisku tidak akan bertahan lebih dari menit ...	jika mereka tahu aku membantunya .
jika mereka tahu aku membantunya .	tolong , sepuluh
tolong , sepuluh	wilson tinggal disini ?
wilson tinggal disini ?	tidak pak .
tidak pak .	dia sedang menahan doc holliday di kamarnya .
dia sedang menahan doc holliday di kamarnya .	oh .
oh .	tuan earp ...
tuan earp ...	dengar , nona fisher ...
dengar , nona fisher ...	sudah kukatakan padamu ini bukan urusanku .
sudah kukatakan padamu ini bukan urusanku .	aku tidak peduli ...
aku tidak peduli ...	ada serombongan massa yang membawa tali gantungan di seberang jalan
ada serombongan massa yang membawa tali gantungan di seberang jalan	bukankah itu urusanmu ?
bukankah itu urusanmu ?	jangan melihat , apakah doc benar atau salah .
jangan melihat , apakah doc benar atau salah .	dia tidak boleh digantung oleh segerombolan binatang
dia tidak boleh digantung oleh segerombolan binatang	kamu harus pergi dari sini .
kamu harus pergi dari sini .	sejak kapan kamu menyelamatkan penjudi yang kesulitan ?
sejak kapan kamu menyelamatkan penjudi yang kesulitan ?	bukan masalah pribadi , doc , aku hanya tidak suka penggantungan .
bukan masalah pribadi , doc , aku hanya tidak suka penggantungan .	apa yang sedang kami tunggu ?
apa yang sedang kami tunggu ?	belum saatnya .
belum saatnya .	sekaranglah waktu yang tepat
sekaranglah waktu yang tepat	hai !
hai !	gudang george !
gudang george !	itu tandanya !
itu tandanya !	, pergilah kebawah lewat tangga belakang .
, pergilah kebawah lewat tangga belakang .	bantuan hebat , marshal .
bantuan hebat , marshal .	aku akan menemuimu di dodge city dan terima kasih atas bantuanmu .
aku akan menemuimu di dodge city dan terima kasih atas bantuanmu .	kamu boleh berterima kasih padaku dengan meninggalkan dodge city
kamu boleh berterima kasih padaku dengan meninggalkan dodge city	bukit sepatu
bukit sepatu	bukit sepatu
bukit sepatu	sangat dingin
sangat dingin	sangat hening
sangat hening	wyatt earp , menurut berita telah ...
wyatt earp , menurut berita telah ...	menyelamatkan doc holliday
menyelamatkan doc holliday	dari bukit sepatu kuno
dari bukit sepatu kuno	bukit sepatu
bukit sepatu	bukit sepatu
bukit sepatu	sangat dingin
sangat dingin	sangat hening
sangat hening	wyatt menjelajah di barat
wyatt menjelajah di barat	meskipun ia menggunakan senjata dengan baik
meskipun ia menggunakan senjata dengan baik	sebenarnya dia lebih suka kedamaian
sebenarnya dia lebih suka kedamaian	dengan mengulur waktu
dengan mengulur waktu	dan mudah melepaskan musuh
dan mudah melepaskan musuh	tapi ia cepat dalam mencabut pistol
tapi ia cepat dalam mencabut pistol	dan kalimat wyatt adalah menegakkan hukum
dan kalimat wyatt adalah menegakkan hukum	perbatasan
perbatasan	pemeriksaan semua senjata di kantor marshals
pemeriksaan semua senjata di kantor marshals	di keluarkan oleh dewan kota dodge
di keluarkan oleh dewan kota dodge	whoa !
whoa !	bagaimana dengan itu ?
bagaimana dengan itu ?	mulai sedikit sesak di dodge city , bukankah begitu ?
mulai sedikit sesak di dodge city , bukankah begitu ?	sepertinya datang dari kota besar
sepertinya datang dari kota besar	sepertinya dia akan tinggal sementara waktu disini .
sepertinya dia akan tinggal sementara waktu disini .	aku akan mendatangi para pembantuku .
aku akan mendatangi para pembantuku .	untuk itulah aku mendatangimu , ketua dull knife mengamuk lagi .
untuk itulah aku mendatangimu , ketua dull knife mengamuk lagi .	aku ingin meminjam para deputimu
aku ingin meminjam para deputimu	kamu selalu kekurangan orang
kamu selalu kekurangan orang	siapa gadis itu ?
siapa gadis itu ?	iya , siapa gadis itu ?
iya , siapa gadis itu ?	gadis ?
gadis ?	...
...	gadis apa ?
gadis apa ?	aku terlalu sibuk untuk tahu doc holliday dan teman wanitanya ... baru cek ini di
aku terlalu sibuk untuk tahu doc holliday dan teman wanitanya ... baru cek ini di	doc holliday ?
doc holliday ?	aku menyuruhnya untuk menjauhi dodge city
aku menyuruhnya untuk menjauhi dodge city	sebaiknya aku kesana , sebelum ia membongkar barangbarangya .
sebaiknya aku kesana , sebelum ia membongkar barangbarangya .	kamu akan meminjamkan para deputimu padaku ?
kamu akan meminjamkan para deputimu padaku ?	baiklah , tapi charlie tetap disini bersamaku
baiklah , tapi charlie tetap disini bersamaku	kamu dapat mengambil yang lain ...
kamu dapat mengambil yang lain ...	jangan lupa kembali sebelum ternak datang .
jangan lupa kembali sebelum ternak datang .	kamu tahu akan banyak masalah jika para penggembala tiba di kota .
kamu tahu akan banyak masalah jika para penggembala tiba di kota .	mario , pergilah dan cari udara segar .
mario , pergilah dan cari udara segar .	penyambutan walikota , huh ?
penyambutan walikota , huh ?	sepertinya sudah kukatakan padamu , untuk tetap diluar dodge city .
sepertinya sudah kukatakan padamu , untuk tetap diluar dodge city .	aku suka pisau cukur yang tajam , apakah kamu suka ?
aku suka pisau cukur yang tajam , apakah kamu suka ?	perawatan bercukur ?
perawatan bercukur ?	akan ada perjalanan ke abilene besok pagi .
akan ada perjalanan ke abilene besok pagi .	aku ingin kamu menaikinya .
aku ingin kamu menaikinya .	tidak bisa .
tidak bisa .	marshal abilene , menyuruhku kemari
marshal abilene , menyuruhku kemari	kuharap seseorang mau menuliskan pidato baru untukmu .
kuharap seseorang mau menuliskan pidato baru untukmu .	aku pernah mendengar yang sama di lima kota .
aku pernah mendengar yang sama di lima kota .	baiklah , kamu tinggal di kamar hotelmu hingga lusa .
baiklah , kamu tinggal di kamar hotelmu hingga lusa .	secara pribadi aku akan mengantarmu ke kereta .
secara pribadi aku akan mengantarmu ke kereta .	wyatt , kami harus menghadapi kenyataan
wyatt , kami harus menghadapi kenyataan	aku sedang kesulitan keuangan
aku sedang kesulitan keuangan	aku bahkan tidak mampu membeli tiket .
aku bahkan tidak mampu membeli tiket .	kata shanssey , kamu punya cukup uang untuk biayai kembali ke griffin .
kata shanssey , kamu punya cukup uang untuk biayai kembali ke griffin .	shanssey pasti tahu , dia menyimpan . kepunyaanku dalam tabungannya .
shanssey pasti tahu , dia menyimpan . kepunyaanku dalam tabungannya .	tahu apa yang dilakukan si anak pistol ?
tahu apa yang dilakukan si anak pistol ?	kamu ingin aku meningggalkan kota secepatnya .
kamu ingin aku meningggalkan kota secepatnya .	ada kuda di belakang hotel menghabiskan biaya . seekornya .
ada kuda di belakang hotel menghabiskan biaya . seekornya .	bagaimana dengan itu ?
bagaimana dengan itu ?	handuk , tolonglah ...
handuk , tolonglah ...	terima kasih ...
terima kasih ...	semua orang berubah menjadi aneh dalam hidupku .
semua orang berubah menjadi aneh dalam hidupku .	katakanlah , wyatt ...
katakanlah , wyatt ...	berapa banyak yang kamu dapat , perbulan dan setiap penangkapan ?
berapa banyak yang kamu dapat , perbulan dan setiap penangkapan ?	kamu mencoba menyuapku ?
kamu mencoba menyuapku ?	oh tidak , bukan kamu .
oh tidak , bukan kamu .	aku merasa terdorong untuk menawarkan bisnis bersih .
aku merasa terdorong untuk menawarkan bisnis bersih .	tidak buruk .
tidak buruk .	kamu punya uang simpanan ?
kamu punya uang simpanan ?	beberapa .
beberapa .	ingin membeli peternakan kecil atau toko suatu hari , huh ?
ingin membeli peternakan kecil atau toko suatu hari , huh ?	aku akan membuatnya mudah untukmu ,
aku akan membuatnya mudah untukmu ,	kamu pinjami aku dan akan kubagi hasil kemenanganku .
kamu pinjami aku dan akan kubagi hasil kemenanganku .	para koboi akan datang dan taruhannya pasti besar .
para koboi akan datang dan taruhannya pasti besar .	, huh ?
, huh ?	sebenarnya , orangorang dengan senang hati mendapat bagian dariku persen ...
sebenarnya , orangorang dengan senang hati mendapat bagian dariku persen ...	tapi aku suka kamu , wyatt earp .
tapi aku suka kamu , wyatt earp .	aku suka model rambutmu .
aku suka model rambutmu .	mengapa kamu murah hati dengan pembagian hasil ?
mengapa kamu murah hati dengan pembagian hasil ?	lihat , tukang cukur membutuhkan ini .
lihat , tukang cukur membutuhkan ini .	kamu penegak hukum , kamu membutuhkan pistol , aku penjudi .
kamu penegak hukum , kamu membutuhkan pistol , aku penjudi .	uang adalah alat untuk bisnisku .
uang adalah alat untuk bisnisku .	apa jaminannya kamu tidak akan kalah ?
apa jaminannya kamu tidak akan kalah ?	aku tidak pernah kalah .
aku tidak pernah kalah .	poker dimainkan orangorang nekat yang menghargai uang .
poker dimainkan orangorang nekat yang menghargai uang .	aku tidak akan kalah , karena aku tidak punya apaapa , termasuk hidupku .
aku tidak akan kalah , karena aku tidak punya apaapa , termasuk hidupku .	kami sepakat ?
kami sepakat ?	dari semua yang dilakukan
dari semua yang dilakukan	well , kamu hanya perlu menyediakan karcis kereta api buatku .
well , kamu hanya perlu menyediakan karcis kereta api buatku .	holliday , aku telah melakukan perbuatan bodoh dalam hidupku ,
holliday , aku telah melakukan perbuatan bodoh dalam hidupku ,	aku akan melakukan pekerjaan lainnya .
aku akan melakukan pekerjaan lainnya .	aku ijinkan kamu tinggal di kota
aku ijinkan kamu tinggal di kota	mengapa kamu begitu baik ?
mengapa kamu begitu baik ?	katakanlah aku suka model rambutmu .
katakanlah aku suka model rambutmu .	kamu boleh tinggal dan bermain kartu , dengan satu syarat ,
kamu boleh tinggal dan bermain kartu , dengan satu syarat ,	jangan membawa pisau , pistol dan dilarang membunuh .
jangan membawa pisau , pistol dan dilarang membunuh .	dilarang bawa pisau , pistol , dilarang membunuh .
dilarang bawa pisau , pistol , dilarang membunuh .	itu saja .
itu saja .	kamu bisa pegang katakataku sebagai pria sejati
kamu bisa pegang katakataku sebagai pria sejati	dan satu hal lagi .
dan satu hal lagi .	kamu harus memperlakukan wanita dengan baik atau tinggalkan dia .
kamu harus memperlakukan wanita dengan baik atau tinggalkan dia .	kate ?
kate ?	iya , kate yang malang .
iya , kate yang malang .	dia bertahan untuk segala yang kubenci dalam diri doc holliday .
