cha taehyun	song hyegyo
kamu tahu , hanya ada satu alpha untuk setiap kumpulan .	dan itu , temanku .
dan itu , temanku .	aku mempelejarinya dengan cara yang sulit
aku mempelejarinya dengan cara yang sulit	dulu sekali .
dulu sekali .	di belakang restoran cina , mencoba untuk memohon atas hidupku dengan pistol di mulutku .
di belakang restoran cina , mencoba untuk memohon atas hidupku dengan pistol di mulutku .	apakah ada sesuatu yang peru kamu katakan padaku , cam ?
apakah ada sesuatu yang peru kamu katakan padaku , cam ?	tidak ada apaapa .
tidak ada apaapa .	kamu yakin ?
kamu yakin ?	iya , aku yakin .
iya , aku yakin .	kamu seharusnya membawa beberapa tumbuhan diatas sini ..
kamu seharusnya membawa beberapa tumbuhan diatas sini ..	menghidupkan tempat ini sedikit .
menghidupkan tempat ini sedikit .	jemputan besok pukul .
jemputan besok pukul .	hai semuanya .
hai semuanya .	dimana nikki ?
dimana nikki ?	kuberikan libur padanya .
kuberikan libur padanya .	dua menit .
dua menit .	kamu akan membutuhkan ini .
kamu akan membutuhkan ini .	tunggu , kami akan masuk dengan kuat ?
tunggu , kami akan masuk dengan kuat ?	kukatakan padamu ini adalah sesuatu yang besar , temanku .
kukatakan padamu ini adalah sesuatu yang besar , temanku .	kamu akan mendapat potongan ..
kamu akan mendapat potongan ..	. dolar untuk setiap orang .
. dolar untuk setiap orang .	mungkin lebih .
mungkin lebih .	aku tidak mendaftar untuk ini .
aku tidak mendaftar untuk ini .	ok , itu diatas sudut itu .
ok , itu diatas sudut itu .	kami akan merampok bank ?
kami akan merampok bank ?	bank tua , uang baru .
bank tua , uang baru .	btk telah membelinya .
btk telah membelinya .	btk ?
btk ?	bankir vietnam .
bankir vietnam .	ini adalah tempat pencucian mereka .
ini adalah tempat pencucian mereka .	mereka mengumpulan sekumpulan besar , beberapa ratus k
mereka mengumpulan sekumpulan besar , beberapa ratus k	bagaimana kamu mengetahui semua ini ?
bagaimana kamu mengetahui semua ini ?	itulah pekerjaanku .
itulah pekerjaanku .	bagaimana kami masuk ke dalam hal ini ?
bagaimana kami masuk ke dalam hal ini ?	pintu depan .
pintu depan .	apa ?
apa ?	kamu mempertaruhkan banyak hal disini , bung .
kamu mempertaruhkan banyak hal disini , bung .	katakan orangorangmu untuk membuat ini terlihat bagus .
katakan orangorangmu untuk membuat ini terlihat bagus .	ok , waktunya permainan .
ok , waktunya permainan .	siapa yang memiliki perlengkapanku ?
siapa yang memiliki perlengkapanku ?	kamu membawa tasnya .
kamu membawa tasnya .	kamu akan baikbaik saja .
kamu akan baikbaik saja .	kami telah melakukan ini sebelumnya .
kami telah melakukan ini sebelumnya .	kami bahkan tidak menembakkan benda ini .
kami bahkan tidak menembakkan benda ini .	berhatihatilah , anakanak , menjauhlah dari masalah .
berhatihatilah , anakanak , menjauhlah dari masalah .	topeng !
topeng !	berikan pistolnya !
berikan pistolnya !	lemparkan pistol itu padanya !
lemparkan pistol itu padanya !	lemparkan pistol itu padanya !
lemparkan pistol itu padanya !	kamu tuli ?
kamu tuli ?	lemparkan pistol itu padanya !
lemparkan pistol itu padanya !	kamu tidak suka mendengarkan , hah ?
kamu tidak suka mendengarkan , hah ?	berlututlah !
berlututlah !	kamu berpikir ini lucu ?
kamu berpikir ini lucu ?	kamu berpikir ini adalah permainan ?
kamu berpikir ini adalah permainan ?	berlutuhlah !
berlutuhlah !	kamu tuli ?
kamu tuli ?	berlututlah !
berlututlah !	apa , apa kombinasinya ?
apa , apa kombinasinya ?	jawab dia !
jawab dia !	katakan padaku bagaimana caranya untuk masuk kedalam !
katakan padaku bagaimana caranya untuk masuk kedalam !	kamu berpikir bahwa ini lucu ?
kamu berpikir bahwa ini lucu ?	katakan padaku urutannya !
katakan padaku urutannya !	apa , apakah semua orang tuli dan bodoh disini ?
apa , apakah semua orang tuli dan bodoh disini ?	jawab pertanyaannya !
jawab pertanyaannya !	apa kombinasinya !
apa kombinasinya !	aku tidak memilikinya .
aku tidak memilikinya .	apakah ada jalan lain untuk masuk kedalam ?
apakah ada jalan lain untuk masuk kedalam ?	yo , ayolah !
yo , ayolah !	aku dapat masuk kedalam .
aku dapat masuk kedalam .	apa yang kamu lakukan ?
apa yang kamu lakukan ?	aku tidak dapat melihat apapun dengan benda ini !
aku tidak dapat melihat apapun dengan benda ini !	kami harus bergerak , semuanya !
kami harus bergerak , semuanya !	tidak ada apaapa .
tidak ada apaapa .	itu kosong !
itu kosong !	cek lagi !
cek lagi !	kami tidak memiliki apapun !
kami tidak memiliki apapun !	dimana uangnya ?
dimana uangnya ?	!
!	aku tidak tahu , bung .
aku tidak tahu , bung .	aku tidak tahu .
aku tidak tahu .	apa yang kamu tertawakan , orang besar ?
apa yang kamu tertawakan , orang besar ?	!
!	mereka mengangkatnya sebelum waktunya ..
mereka mengangkatnya sebelum waktunya ..	tapi dia tidak akan mengetahui itu .
tapi dia tidak akan mengetahui itu .	benar tidak ?
benar tidak ?	benar tidak ?
benar tidak ?	bung , ayo kami pergi saja !
bung , ayo kami pergi saja !	kamu akan mati .
kamu akan mati .	bantuan !
bantuan !	aha !
aha !	kemana kamu pergi , bajingan kecil ?
kemana kamu pergi , bajingan kecil ?	ayo !
ayo !	ayo !
ayo !	ayo !
ayo !	kamu sebaiknya berlari !
kamu sebaiknya berlari !	ayo !
ayo !	ayo !
ayo !	ayo !
ayo !	mundur !
mundur !	mundur !
mundur !	mundur !
mundur !	ayo !
ayo !	ayolah !
ayolah !	diam ditempat !
diam ditempat !	tetap dibawah !
tetap dibawah !	letakkan tanganmu diatas dimana aku dapat melihatnya sekarang !
letakkan tanganmu diatas dimana aku dapat melihatnya sekarang !	tetap disana , berlututlah !
tetap disana , berlututlah !	bagaimana dengan temanmu yang mati , hah ?
bagaimana dengan temanmu yang mati , hah ?	apakah dia memiliki nama ?
apakah dia memiliki nama ?	aku tidak tahu , mungkin akan bagus untuk membiarkan keluarganya tahu kemana untuk mengambil sisa
aku tidak tahu , mungkin akan bagus untuk membiarkan keluarganya tahu kemana untuk mengambil sisa	dia tidak memiliki keluarga .
dia tidak memiliki keluarga .	apa yang kamu lakukan hingga membuat setengah dari btk mengejar pantat kecilmu di jalanan ?
apa yang kamu lakukan hingga membuat setengah dari btk mengejar pantat kecilmu di jalanan ?	dengar , jika kamu memiliki sesuatu yang nyata untuk menuntuku kamu tidak akan bertanya .
dengar , jika kamu memiliki sesuatu yang nyata untuk menuntuku kamu tidak akan bertanya .	pihak federal ingin berbicara denganmu .
pihak federal ingin berbicara denganmu .	ooh !
ooh !	bersenangsenanglah , nak .
bersenangsenanglah , nak .	miller ?
miller ?	jangan bergerak tibatiba , ok ?
jangan bergerak tibatiba , ok ?	james hatcher .
james hatcher .	aku bersama dengan dea ..
aku bersama dengan dea ..	kamu berpikir melompati jarak kaki , lima lantai diatas itu terburuburu ?
kamu berpikir melompati jarak kaki , lima lantai diatas itu terburuburu ?	bernafaslah saja untuku , cam , ok ?
bernafaslah saja untuku , cam , ok ?	kami tidak memiliki banyak waktu .
kami tidak memiliki banyak waktu .	dimana dylan dan tate ?
dimana dylan dan tate ?	mereka berada di mobil van , dalam perjalanan pulang .
mereka berada di mobil van , dalam perjalanan pulang .	mereka seharusnya sudah berada di terowongan sekarang .
mereka seharusnya sudah berada di terowongan sekarang .	apakah mereka mengetahui hal ini ?
apakah mereka mengetahui hal ini ?	cam , mereka semua mengetahuinya .
cam , mereka semua mengetahuinya .	bagaimana kamu pikir aku dapat menjalankan sirkus ini ?
bagaimana kamu pikir aku dapat menjalankan sirkus ini ?	miller adalah orang di daratan , mengangkut dan menerima
miller adalah orang di daratan , mengangkut dan menerima	hr , transpo .
hr , transpo .	hatcher berada di atas , dengan ketekunannya ,
hatcher berada di atas , dengan ketekunannya ,	tidak salah satu dari mereka mendapatkan cukup istirahat , tapi mereka bekerja dengan baik bersama
tidak salah satu dari mereka mendapatkan cukup istirahat , tapi mereka bekerja dengan baik bersama	kamu pasti bergurau
kamu pasti bergurau	aku telah bekerja dengan seorang federal yang kotor sepanjang waktu ini ?
aku telah bekerja dengan seorang federal yang kotor sepanjang waktu ini ?	iya , atau seorang penjahat yang bersih .
iya , atau seorang penjahat yang bersih .	tergantung dari sudut pandangmu .
tergantung dari sudut pandangmu .	bagaimana dengan jax , huh ?
bagaimana dengan jax , huh ?	dengar , aku mendapatkan intel yang buruk dalam yang satu ini
dengar , aku mendapatkan intel yang buruk dalam yang satu ini	ok , dan jax telah tiada .
ok , dan jax telah tiada .	tapi itu adalah masa lalu .
tapi itu adalah masa lalu .	semua yang kami miliki hanyalah saat ini .
semua yang kami miliki hanyalah saat ini .	dan sekarang ini , pada saat ini ,
dan sekarang ini , pada saat ini ,	new york p.d berpikir bahwa kamu adalah salah satu dari c.i. aku .
new york p.d berpikir bahwa kamu adalah salah satu dari c.i. aku .	itu berarti kamu dapat berjalan keluar dari sini bersamaku , sekarang juga , dibawah perlindunganku
itu berarti kamu dapat berjalan keluar dari sini bersamaku , sekarang juga , dibawah perlindunganku	iya , agar mereka dapat menemukan jasadku di tempat sampat esok pagi ?
iya , agar mereka dapat menemukan jasadku di tempat sampat esok pagi ?	tidak , terima kasih !
tidak , terima kasih !	cam , aku tidak akan menyakitimu .
cam , aku tidak akan menyakitimu .	aku butuh pertolonganmu .
aku butuh pertolonganmu .	para polisi mulai mengejar seluruh gang ..
para polisi mulai mengejar seluruh gang ..	cepat atau lambat seseorang akan berbicara sendiri untuk keluar dari masalah dan itu akan mengarahkan
cepat atau lambat seseorang akan berbicara sendiri untuk keluar dari masalah dan itu akan mengarahkan	saatnya aku mengeluarkan kasku .
saatnya aku mengeluarkan kasku .	apakah ini ceramah bernilai terakhir kamu ?
apakah ini ceramah bernilai terakhir kamu ?	simpanlah itu .
simpanlah itu .	ini adalah rencana keluarku .
ini adalah rencana keluarku .	tapi aku tidak dapat melakukannya tanpa bantuan kamu .
tapi aku tidak dapat melakukannya tanpa bantuan kamu .	jika kamu menginginkan aku , aku butuh . dolarku , hari ini .
jika kamu menginginkan aku , aku butuh . dolarku , hari ini .	sekarang juga .
sekarang juga .	kemudian kami berbicara .
kemudian kami berbicara .	itu tidak akan terjadi .
itu tidak akan terjadi .	baiklah .
baiklah .	kalau begitu aku tidak membantumu .
kalau begitu aku tidak membantumu .	mengerti ?
mengerti ?	aku keluar .
aku keluar .	masalahnya , cam , ini bukanlah mengenai dirimu saja , bukan ?
masalahnya , cam , ini bukanlah mengenai dirimu saja , bukan ?	karena kamu telah menjadi bagian dari keluarga .
karena kamu telah menjadi bagian dari keluarga .	jadi kamu harus memikirkan kesejahteraan orang lainnya .
jadi kamu harus memikirkan kesejahteraan orang lainnya .	dimana dia ?
dimana dia ?	aku tidak ingin nikki terlibat lagi dalam hal ini .
aku tidak ingin nikki terlibat lagi dalam hal ini .	jadi kamu dan aku akan menyelesaikan ini .
jadi kamu dan aku akan menyelesaikan ini .	hai !
hai !	mengapa kamu tidak memberi tahu aku ?
mengapa kamu tidak memberi tahu aku ?	hmm ?
hmm ?	kukatakan padamu untuk pergi .
kukatakan padamu untuk pergi .	kamu mempermainkanku dari awal ..
kamu mempermainkanku dari awal ..	tidak
tidak	sepeda itu , itu semua adalah omong kosong ?
sepeda itu , itu semua adalah omong kosong ?	tidak .
tidak .	sepanjang waktu ini , ini adalah suatu jebakan ?
sepanjang waktu ini , ini adalah suatu jebakan ?	cam , aku bersumpah .
cam , aku bersumpah .	itu semua adalah aku !
itu semua adalah aku !	aku merasa buruk karena telah merusak sepeda kamu .
aku merasa buruk karena telah merusak sepeda kamu .	aku ingin mendapatkanmu sepeda yang baru .
aku ingin mendapatkanmu sepeda yang baru .	aku tidak berpikir ini semua akan terjadi .
aku tidak berpikir ini semua akan terjadi .	nah , kalau begitu , apa yang kamu pikir ?
nah , kalau begitu , apa yang kamu pikir ?	kamu ingin masuk , cam .
kamu ingin masuk , cam .	tidak , aku menginginkanmu .
tidak , aku menginginkanmu .	aku minta maaf .
aku minta maaf .	aku minta maaf .
aku minta maaf .	aku ingin mengatakannya padamu
aku ingin mengatakannya padamu	aku sungguh ingin mengatakannya !
aku sungguh ingin mengatakannya !	tapi ... aku tidak bisa melakukannya .
tapi ... aku tidak bisa melakukannya .	mengapa tidak bisa ?
mengapa tidak bisa ?	karena dylan .
karena dylan .	apa maksudmu karena dylan ?
apa maksudmu karena dylan ?	apa yang dylan lakukan sebegitu buruknya hingga kamu tidak dapat mengatakannya padaku sepanjang waktu ini
apa yang dylan lakukan sebegitu buruknya hingga kamu tidak dapat mengatakannya padaku sepanjang waktu ini	dia ..
dia ..	kamu tahu , dylan adalah kakakmu , nikki .
kamu tahu , dylan adalah kakakmu , nikki .	kamu tidak perlu mengasuhnya
kamu tidak perlu mengasuhnya	kamu dapat membiarkan dia mengatasi masalahnya sendiri .
kamu dapat membiarkan dia mengatasi masalahnya sendiri .	seseorang melakukan sesuatu kepadaku , ok .
seseorang melakukan sesuatu kepadaku , ok .	sewaktu di florida .
sewaktu di florida .	beberapa bajingan masuk kedalam kamar tidurku di malam hari .
beberapa bajingan masuk kedalam kamar tidurku di malam hari .	dia mulai menyentuhku .
dia mulai menyentuhku .	dylan datang dan dia menghajar dia hingga koma .
dylan datang dan dia menghajar dia hingga koma .	pihak polisi datang mengejar kami .
pihak polisi datang mengejar kami .	mereka mengejar kami sampai kemari .
mereka mengejar kami sampai kemari .	dan kemudian aku bertemu miller .
dan kemudian aku bertemu miller .	and then i met miller .
and then i met miller .	dan miller membuat itu semua hilang .
dan miller membuat itu semua hilang .	dylan berada disana pada malam itu untuk melindungiku .
dylan berada disana pada malam itu untuk melindungiku .	dan sekarang itu adalah pekerjaanku untuk melindunginya .
dan sekarang itu adalah pekerjaanku untuk melindunginya .	cam , aku takut untuk mengatakannya padamu hal yang lainnya .
cam , aku takut untuk mengatakannya padamu hal yang lainnya .	karena aku tidak ingin kamu untuk pergi
karena aku tidak ingin kamu untuk pergi	dengar ..
dengar ..	jika aku dapat memperoleh jalan keluar yang bersih besok ..
jika aku dapat memperoleh jalan keluar yang bersih besok ..	akankah kamu ikut denganku ?
akankah kamu ikut denganku ?	miller tidak akan membiarkan kami pergi begitu saja .
miller tidak akan membiarkan kami pergi begitu saja .	apakah kamu ingin meninggalkan miller atau tidak , nikki ?
apakah kamu ingin meninggalkan miller atau tidak , nikki ?	aku telah mengatakannya padamu apa yang dapat terjadi kepada dylan , untuk kami , jika
aku telah mengatakannya padamu apa yang dapat terjadi kepada dylan , untuk kami , jika	apakah kamu ingat ?
apakah kamu ingat ?	iya .
iya .	apa ?
apa ?	iya !
iya !	aku akan mengeluarkan kami dari kehidupan ini .
aku akan mengeluarkan kami dari kehidupan ini .	dan kami akan memulainya kembali .
dan kami akan memulainya kembali .	hanya kamu dan aku , kali ini .
hanya kamu dan aku , kali ini .	ok ?
ok ?	kemana kami pergi ?
kemana kami pergi ?	orangorang ini dan aku ada pesawat untuk dikejar kemudian kami selesai .
orangorang ini dan aku ada pesawat untuk dikejar kemudian kami selesai .	kami akan menurunkanmu saat perjalanan ke airport .
kami akan menurunkanmu saat perjalanan ke airport .	setelah kamu mendapatkan . dolarmu , tentunya .
setelah kamu mendapatkan . dolarmu , tentunya .	ini .
ini .	kenakanlah ini .
kenakanlah ini .	ayo kami pergi .
ayo kami pergi .	nikki dan tate akan berjagajaga selagi kami melakukan pengangkutannya , ok
nikki dan tate akan berjagajaga selagi kami melakukan pengangkutannya , ok	dimana kami ?
dimana kami ?	para orang rusia menyimpan para vip disini , mereka juga menyimpan barang lainnya juga .
para orang rusia menyimpan para vip disini , mereka juga menyimpan barang lainnya juga .	iya , apa yang kamu butuhkan dariku ?
iya , apa yang kamu butuhkan dariku ?	ini adalah pekerjaan dua orang .
ini adalah pekerjaan dua orang .	mengapa dylan tidak dapat masuk ..
mengapa dylan tidak dapat masuk ..	dylan menjaga pintu keluar kami .
dylan menjaga pintu keluar kami .	bagaimana kami masuk ?
bagaimana kami masuk ?	melalui kaca atap ?
melalui kaca atap ?	diterima .
diterima .	apa yang berada di dalam sana ?
apa yang berada di dalam sana ?	dataran tinggi baru , temanku .
dataran tinggi baru , temanku .	itu tidak terisi .
itu tidak terisi .	kamu ingin aku masuk kedalam tidak bersenjata ?
kamu ingin aku masuk kedalam tidak bersenjata ?	aku akan masuk kedalam denganmu .
aku akan masuk kedalam denganmu .	ini adalah kamu dan aku , bersamasama kali ini .
ini adalah kamu dan aku , bersamasama kali ini .	ok ?
ok ?	kamu sungguh setuju dengan ini , dylan ?
kamu sungguh setuju dengan ini , dylan ?	bagaimana bila kamu lakukan saja pekerjaanmu , ok ?
